kode_dagri_kec,nama_dagri_kec,kode_bps_deskel,nama_bps_kec,kode_dagri_deskel,nama_bps_kabkot,nama_dagri_kabkot,kode_bps_kec,nama_dagri_deskel,kode_bps_kabkot,nama_bps_deskel,kode_dagri_kabkot
33.01.16,DAYEUHLUHUR,3301010001,DAYEUHLUHUR,33.01.16.2013,CILACAP,KAB. CILACAP,3301010,PANULISAN BARAT,3301,PANULISAN BARAT,33.01
33.01.16,DAYEUHLUHUR,3301010002,DAYEUHLUHUR,33.01.16.2001,CILACAP,KAB. CILACAP,3301010,PANULISAN,3301,PANULISAN,33.01
33.01.16,DAYEUHLUHUR,3301010003,DAYEUHLUHUR,33.01.16.2014,CILACAP,KAB. CILACAP,3301010,PANULISAN TIMUR,3301,PANULISAN TIMUR,33.01
33.01.16,DAYEUHLUHUR,3301010004,DAYEUHLUHUR,33.01.16.2002,CILACAP,KAB. CILACAP,3301010,MATENGGENG,3301,MATENGGENG,33.01
33.01.16,DAYEUHLUHUR,3301010005,DAYEUHLUHUR,33.01.16.2003,CILACAP,KAB. CILACAP,3301010,CIWALEN,3301,CIWALEN,33.01
33.01.16,DAYEUHLUHUR,3301010006,DAYEUHLUHUR,33.01.16.2004,CILACAP,KAB. CILACAP,3301010,DAYEUHLUHUR,3301,DAYEUHLUHUR,33.01
33.01.16,DAYEUHLUHUR,3301010007,DAYEUHLUHUR,33.01.16.2005,CILACAP,KAB. CILACAP,3301010,HANUM,3301,HANUM,33.01
33.01.16,DAYEUHLUHUR,3301010008,DAYEUHLUHUR,33.01.16.2006,CILACAP,KAB. CILACAP,3301010,DATAR,3301,DATAR,33.01
33.01.16,DAYEUHLUHUR,3301010009,DAYEUHLUHUR,33.01.16.2007,CILACAP,KAB. CILACAP,3301010,BINGKENG,3301,BINGKENG,33.01
33.01.16,DAYEUHLUHUR,3301010010,DAYEUHLUHUR,33.01.16.2008,CILACAP,KAB. CILACAP,3301010,BOLANG,3301,BOLANG,33.01
33.01.16,DAYEUHLUHUR,3301010011,DAYEUHLUHUR,33.01.16.2009,CILACAP,KAB. CILACAP,3301010,KUTAAGUNG,3301,KUTAAGUNG,33.01
33.01.16,DAYEUHLUHUR,3301010012,DAYEUHLUHUR,33.01.16.2010,CILACAP,KAB. CILACAP,3301010,CIJERUK,3301,CIJERUK,33.01
33.01.16,DAYEUHLUHUR,3301010013,DAYEUHLUHUR,33.01.16.2011,CILACAP,KAB. CILACAP,3301010,CILUMPING,3301,CILUMPING,33.01
33.01.16,DAYEUHLUHUR,3301010014,DAYEUHLUHUR,33.01.16.2012,CILACAP,KAB. CILACAP,3301010,SUMPINGHAYU,3301,SUMPINGHAYU,33.01
33.01.15,WANAREJA,3301020001,WANAREJA,33.01.15.2015,CILACAP,KAB. CILACAP,3301020,PURWASARI,3301,PURWASARI,33.01
33.01.15,WANAREJA,3301020002,WANAREJA,33.01.15.2014,CILACAP,KAB. CILACAP,3301020,CILONGKRANG,3301,CILONGKRANG,33.01
33.01.15,WANAREJA,3301020003,WANAREJA,33.01.15.2001,CILACAP,KAB. CILACAP,3301020,TARISI,3301,TARISI,33.01
33.01.15,WANAREJA,3301020004,WANAREJA,33.01.15.2002,CILACAP,KAB. CILACAP,3301020,BANTAR,3301,BANTAR,33.01
33.01.15,WANAREJA,3301020005,WANAREJA,33.01.15.2013,CILACAP,KAB. CILACAP,3301020,SIDAMULYA,3301,SIDAMULYA,33.01
33.01.15,WANAREJA,3301020006,WANAREJA,33.01.15.2012,CILACAP,KAB. CILACAP,3301020,ADIMULYA,3301,ADIMULYA,33.01
33.01.15,WANAREJA,3301020007,WANAREJA,33.01.15.2003,CILACAP,KAB. CILACAP,3301020,WANAREJA,3301,WANAREJA,33.01
33.01.15,WANAREJA,3301020008,WANAREJA,33.01.15.2007,CILACAP,KAB. CILACAP,3301020,MADURA,3301,MADURA,33.01
33.01.15,WANAREJA,3301020009,WANAREJA,33.01.15.2016,CILACAP,KAB. CILACAP,3301020,MADUSARI,3301,MADUSARI,33.01
33.01.15,WANAREJA,3301020010,WANAREJA,33.01.15.2008,CILACAP,KAB. CILACAP,3301020,TAMBAKSARI,3301,TAMBAKSARI,33.01
33.01.15,WANAREJA,3301020011,WANAREJA,33.01.15.2006,CILACAP,KAB. CILACAP,3301020,MAJINGKLAK,3301,MAJINGKLAK,33.01
33.01.15,WANAREJA,3301020012,WANAREJA,33.01.15.2005,CILACAP,KAB. CILACAP,3301020,MALABAR,3301,MALABAR,33.01
33.01.15,WANAREJA,3301020013,WANAREJA,33.01.15.2004,CILACAP,KAB. CILACAP,3301020,LIMBANGAN,3301,LIMBANGAN,33.01
33.01.15,WANAREJA,3301020014,WANAREJA,33.01.15.2010,CILACAP,KAB. CILACAP,3301020,CIGINTUNG,3301,CIGINTUNG,33.01
33.01.15,WANAREJA,3301020015,WANAREJA,33.01.15.2009,CILACAP,KAB. CILACAP,3301020,PALUGON,3301,PALUGON,33.01
33.01.15,WANAREJA,3301020016,WANAREJA,33.01.15.2011,CILACAP,KAB. CILACAP,3301020,JAMBU,3301,JAMBU,33.01
33.01.14,MAJENANG,3301030001,MAJENANG,33.01.14.2001,CILACAP,KAB. CILACAP,3301030,PAHONJEAN,3301,PAHONJEAN,33.01
33.01.14,MAJENANG,3301030002,MAJENANG,33.01.14.2014,CILACAP,KAB. CILACAP,3301030,MULYADADI,3301,MULYADADI,33.01
33.01.14,MAJENANG,3301030003,MAJENANG,33.01.14.2017,CILACAP,KAB. CILACAP,3301030,MULYASARI,3301,MULYASARI,33.01
33.01.14,MAJENANG,3301030004,MAJENANG,33.01.14.2016,CILACAP,KAB. CILACAP,3301030,PADANGSARI,3301,PADANGSARI,33.01
33.01.14,MAJENANG,3301030005,MAJENANG,33.01.14.2006,CILACAP,KAB. CILACAP,3301030,CILOPADANG,3301,CILOPADANG,33.01
33.01.14,MAJENANG,3301030006,MAJENANG,33.01.14.2015,CILACAP,KAB. CILACAP,3301030,PADANGJAYA,3301,PADANGJAYA,33.01
33.01.14,MAJENANG,3301030007,MAJENANG,33.01.14.2005,CILACAP,KAB. CILACAP,3301030,SINDANGSARI,3301,SINDANGSARI,33.01
33.01.14,MAJENANG,3301030008,MAJENANG,33.01.14.2004,CILACAP,KAB. CILACAP,3301030,JENANG,3301,JENANG,33.01
33.01.14,MAJENANG,3301030009,MAJENANG,33.01.14.2002,CILACAP,KAB. CILACAP,3301030,SALEBU,3301,SALEBU,33.01
33.01.14,MAJENANG,3301030010,MAJENANG,33.01.14.2003,CILACAP,KAB. CILACAP,3301030,CIBEUNYING,3301,CIBEUNYING,33.01
33.01.14,MAJENANG,3301030011,MAJENANG,33.01.14.2011,CILACAP,KAB. CILACAP,3301030,SEPATNUNGGAL,3301,SEPATNUNGGAL,33.01
33.01.14,MAJENANG,3301030012,MAJENANG,33.01.14.2007,CILACAP,KAB. CILACAP,3301030,BENER,3301,BENER,33.01
33.01.14,MAJENANG,3301030013,MAJENANG,33.01.14.2008,CILACAP,KAB. CILACAP,3301030,BOJA,3301,BOJA,33.01
33.01.14,MAJENANG,3301030014,MAJENANG,33.01.14.2009,CILACAP,KAB. CILACAP,3301030,UJUNGBARANG,3301,UJUNGBARANG,33.01
33.01.14,MAJENANG,3301030015,MAJENANG,33.01.14.2010,CILACAP,KAB. CILACAP,3301030,PENGADEGAN,3301,PENGADEGAN,33.01
33.01.14,MAJENANG,3301030016,MAJENANG,33.01.14.2012,CILACAP,KAB. CILACAP,3301030,SADABUMI,3301,SADABUMI,33.01
33.01.14,MAJENANG,3301030017,MAJENANG,33.01.14.2013,CILACAP,KAB. CILACAP,3301030,SADAHAYU,3301,SADAHAYU,33.01
33.01.13,CIMANGGU,3301040001,CIMANGGU,33.01.13.2013,CILACAP,KAB. CILACAP,3301040,KARANGREJA,3301,KARANGREJA,33.01
33.01.13,CIMANGGU,3301040002,CIMANGGU,33.01.13.2004,CILACAP,KAB. CILACAP,3301040,CIMANGGU,3301,CIMANGGU,33.01
33.01.13,CIMANGGU,3301040003,CIMANGGU,33.01.13.2003,CILACAP,KAB. CILACAP,3301040,BANTARPANJANG,3301,BANTARPANJANG,33.01
33.01.13,CIMANGGU,3301040004,CIMANGGU,33.01.13.2001,CILACAP,KAB. CILACAP,3301040,PANIMBANG,3301,PANIMBANG,33.01
33.01.13,CIMANGGU,3301040005,CIMANGGU,33.01.13.2015,CILACAP,KAB. CILACAP,3301040,MANDALA,3301,MANDALA,33.01
33.01.13,CIMANGGU,3301040006,CIMANGGU,33.01.13.2002,CILACAP,KAB. CILACAP,3301040,BANTARMANGU,3301,BANTARMANGU,33.01
33.01.13,CIMANGGU,3301040007,CIMANGGU,33.01.13.2005,CILACAP,KAB. CILACAP,3301040,CILEMPUYANG,3301,CILEMPUYANG,33.01
33.01.13,CIMANGGU,3301040008,CIMANGGU,33.01.13.2014,CILACAP,KAB. CILACAP,3301040,REJODADI,3301,REJODADI,33.01
33.01.13,CIMANGGU,3301040009,CIMANGGU,33.01.13.2006,CILACAP,KAB. CILACAP,3301040,NEGARAJATI,3301,NEGARAJATI,33.01
33.01.13,CIMANGGU,3301040010,CIMANGGU,33.01.13.2007,CILACAP,KAB. CILACAP,3301040,CISALAK,3301,CISALAK,33.01
33.01.13,CIMANGGU,3301040011,CIMANGGU,33.01.13.2008,CILACAP,KAB. CILACAP,3301040,CIBALUNG,3301,CIBALUNG,33.01
33.01.13,CIMANGGU,3301040012,CIMANGGU,33.01.13.2009,CILACAP,KAB. CILACAP,3301040,KARANGSARI,3301,KARANGSARI,33.01
33.01.13,CIMANGGU,3301040013,CIMANGGU,33.01.13.2010,CILACAP,KAB. CILACAP,3301040,KUTABIMA,3301,KUTABIMA,33.01
33.01.13,CIMANGGU,3301040014,CIMANGGU,33.01.13.2011,CILACAP,KAB. CILACAP,3301040,PESAHANGAN,3301,PESAHANGAN,33.01
33.01.13,CIMANGGU,3301040015,CIMANGGU,33.01.13.2012,CILACAP,KAB. CILACAP,3301040,CIJATI,3301,CIJATI,33.01
33.01.12,KARANGPUCUNG,3301050001,KARANGPUCUNG,33.01.12.2001,CILACAP,KAB. CILACAP,3301050,CIDADAP,3301,CIDADAP,33.01
33.01.12,KARANGPUCUNG,3301050002,KARANGPUCUNG,33.01.12.2002,CILACAP,KAB. CILACAP,3301050,PANGAWAREN,3301,PENGAWAREN,33.01
33.01.12,KARANGPUCUNG,3301050003,KARANGPUCUNG,33.01.12.2003,CILACAP,KAB. CILACAP,3301050,GUNUNGTELU,3301,GUNUNGTELU,33.01
33.01.12,KARANGPUCUNG,3301050004,KARANGPUCUNG,33.01.12.2004,CILACAP,KAB. CILACAP,3301050,SINDANGBARANG,3301,SINDANGBARANG,33.01
33.01.12,KARANGPUCUNG,3301050005,KARANGPUCUNG,33.01.12.2005,CILACAP,KAB. CILACAP,3301050,KARANGPUCUNG,3301,KARANGPUCUNG,33.01
33.01.12,KARANGPUCUNG,3301050006,KARANGPUCUNG,33.01.12.2013,CILACAP,KAB. CILACAP,3301050,TAYEM TIMUR,3301,TAYEMTIMUR,33.01
33.01.12,KARANGPUCUNG,3301050007,KARANGPUCUNG,33.01.12.2007,CILACAP,KAB. CILACAP,3301050,TAYEM,3301,TAYEM,33.01
33.01.12,KARANGPUCUNG,3301050008,KARANGPUCUNG,33.01.12.2006,CILACAP,KAB. CILACAP,3301050,CIPOROS,3301,CIPOROS,33.01
33.01.12,KARANGPUCUNG,3301050009,KARANGPUCUNG,33.01.12.2009,CILACAP,KAB. CILACAP,3301050,SURUSUNDA,3301,SURUSUNDA,33.01
33.01.12,KARANGPUCUNG,3301050010,KARANGPUCUNG,33.01.12.2008,CILACAP,KAB. CILACAP,3301050,BENGBULANG,3301,BENGBULANG,33.01
33.01.12,KARANGPUCUNG,3301050011,KARANGPUCUNG,33.01.12.2014,CILACAP,KAB. CILACAP,3301050,SIDAMULYA,3301,SIDAMULYA,33.01
33.01.12,KARANGPUCUNG,3301050012,KARANGPUCUNG,33.01.12.2011,CILACAP,KAB. CILACAP,3301050,CIRUYUNG,3301,CIRUYUNG,33.01
33.01.12,KARANGPUCUNG,3301050013,KARANGPUCUNG,33.01.12.2012,CILACAP,KAB. CILACAP,3301050,PAMULIHAN,3301,PAMULIHAN,33.01
33.01.12,KARANGPUCUNG,3301050014,KARANGPUCUNG,33.01.12.2010,CILACAP,KAB. CILACAP,3301050,BABAKAN,3301,BABAKAN,33.01
33.01.18,CIPARI,3301060001,CIPARI,33.01.18.2006,CILACAP,KAB. CILACAP,3301060,SERANG,3301,SERANG,33.01
33.01.18,CIPARI,3301060002,CIPARI,33.01.18.2007,CILACAP,KAB. CILACAP,3301060,MULYADADI,3301,MULYADADI,33.01
33.01.18,CIPARI,3301060003,CIPARI,33.01.18.2005,CILACAP,KAB. CILACAP,3301060,CIPARI,3301,CIPARI,33.01
33.01.18,CIPARI,3301060004,CIPARI,33.01.18.2002,CILACAP,KAB. CILACAP,3301060,SEGARALANGU,3301,SEGARALANGU,33.01
33.01.18,CIPARI,3301060005,CIPARI,33.01.18.2010,CILACAP,KAB. CILACAP,3301060,KARANGREJA,3301,KARANGREJA,33.01
33.01.18,CIPARI,3301060006,CIPARI,33.01.18.2009,CILACAP,KAB. CILACAP,3301060,KUTASARI,3301,KUTASARI,33.01
33.01.18,CIPARI,3301060007,CIPARI,33.01.18.2003,CILACAP,KAB. CILACAP,3301060,PEGADINGAN,3301,PEGADINGAN,33.01
33.01.18,CIPARI,3301060008,CIPARI,33.01.18.2004,CILACAP,KAB. CILACAP,3301060,CISURU,3301,CISURU,33.01
33.01.18,CIPARI,3301060009,CIPARI,33.01.18.2008,CILACAP,KAB. CILACAP,3301060,MEKARSARI,3301,MEKARSARI,33.01
33.01.18,CIPARI,3301060010,CIPARI,33.01.18.2011,CILACAP,KAB. CILACAP,3301060,SIDASARI,3301,SIDASARI,33.01
33.01.18,CIPARI,3301060011,CIPARI,33.01.18.2001,CILACAP,KAB. CILACAP,3301060,CARUY,3301,CARUY,33.01
33.01.11,SIDAREJA,3301070001,SIDAREJA,33.01.11.2007,CILACAP,KAB. CILACAP,3301070,TEGALSARI,3301,TEGALSARI,33.01
33.01.11,SIDAREJA,3301070002,SIDAREJA,33.01.11.2008,CILACAP,KAB. CILACAP,3301070,MARGASARI,3301,MARGASARI,33.01
33.01.11,SIDAREJA,3301070003,SIDAREJA,33.01.11.2001,CILACAP,KAB. CILACAP,3301070,TINGGARJAYA,3301,TINGGARJAYA,33.01
33.01.11,SIDAREJA,3301070004,SIDAREJA,33.01.11.2009,CILACAP,KAB. CILACAP,3301070,GUNUNGREJA,3301,GUNUNGREJA,33.01
33.01.11,SIDAREJA,3301070005,SIDAREJA,33.01.11.2002,CILACAP,KAB. CILACAP,3301070,SIDAREJA,3301,SIDAREJA,33.01
33.01.11,SIDAREJA,3301070006,SIDAREJA,33.01.11.2003,CILACAP,KAB. CILACAP,3301070,SIDAMULYA,3301,SIDAMULYA,33.01
33.01.11,SIDAREJA,3301070007,SIDAREJA,33.01.11.2010,CILACAP,KAB. CILACAP,3301070,SUDAGARAN,3301,SUDAGARAN,33.01
33.01.11,SIDAREJA,3301070008,SIDAREJA,33.01.11.2004,CILACAP,KAB. CILACAP,3301070,KUNCI,3301,KUNCI,33.01
33.01.11,SIDAREJA,3301070009,SIDAREJA,33.01.11.2005,CILACAP,KAB. CILACAP,3301070,KARANGGEDANG,3301,KARANGGEDANG,33.01
33.01.11,SIDAREJA,3301070010,SIDAREJA,33.01.11.2006,CILACAP,KAB. CILACAP,3301070,PENYARANG,3301,PENYARANG,33.01
33.01.01,KEDUNGREJA,3301080001,KEDUNGREJA,33.01.01.2007,CILACAP,KAB. CILACAP,3301080,SIDANEGARA,3301,SIDANEGARA,33.01
33.01.01,KEDUNGREJA,3301080002,KEDUNGREJA,33.01.01.2001,CILACAP,KAB. CILACAP,3301080,TAMBAKREJA,3301,TAMBAKREJA,33.01
33.01.01,KEDUNGREJA,3301080003,KEDUNGREJA,33.01.01.2008,CILACAP,KAB. CILACAP,3301080,KALIWUNGU,3301,KALIWUNGU,33.01
33.01.01,KEDUNGREJA,3301080004,KEDUNGREJA,33.01.01.2002,CILACAP,KAB. CILACAP,3301080,BUMIREJA,3301,BUMIREJA,33.01
33.01.01,KEDUNGREJA,3301080005,KEDUNGREJA,33.01.01.2009,CILACAP,KAB. CILACAP,3301080,JATISARI,3301,JATISARI,33.01
33.01.01,KEDUNGREJA,3301080006,KEDUNGREJA,33.01.01.2003,CILACAP,KAB. CILACAP,3301080,CIKLAPA,3301,CIKLAPA,33.01
33.01.01,KEDUNGREJA,3301080007,KEDUNGREJA,33.01.01.2010,CILACAP,KAB. CILACAP,3301080,BANGUNREJA,3301,BANGUNREJA,33.01
33.01.01,KEDUNGREJA,3301080008,KEDUNGREJA,33.01.01.2004,CILACAP,KAB. CILACAP,3301080,KEDUNGREJA,3301,KEDUNGREJA,33.01
33.01.01,KEDUNGREJA,3301080009,KEDUNGREJA,33.01.01.2005,CILACAP,KAB. CILACAP,3301080,TAMBAKSARI,3301,TAMBAKSARI,33.01
33.01.01,KEDUNGREJA,3301080010,KEDUNGREJA,33.01.01.2006,CILACAP,KAB. CILACAP,3301080,REJAMULYA,3301,REJAMULYA,33.01
33.01.01,KEDUNGREJA,3301080011,KEDUNGREJA,33.01.01.2011,CILACAP,KAB. CILACAP,3301080,BOJONGSARI,3301,BOJONGSARI,33.01
33.01.19,PATIMUAN,3301090001,PATIMUAN,33.01.19.2002,CILACAP,KAB. CILACAP,3301090,RAWAAPU,3301,RAWAAPU,33.01
33.01.19,PATIMUAN,3301090002,PATIMUAN,33.01.19.2003,CILACAP,KAB. CILACAP,3301090,SIDAMUKTI,3301,SIDAMUKTI,33.01
33.01.19,PATIMUAN,3301090003,PATIMUAN,33.01.19.2004,CILACAP,KAB. CILACAP,3301090,PURWADADI,3301,PURWODADI,33.01
33.01.19,PATIMUAN,3301090004,PATIMUAN,33.01.19.2007,CILACAP,KAB. CILACAP,3301090,CIMRUTU,3301,CIMRUTU,33.01
33.01.19,PATIMUAN,3301090005,PATIMUAN,33.01.19.2001,CILACAP,KAB. CILACAP,3301090,PATIMUAN,3301,PATIMUAN,33.01
33.01.19,PATIMUAN,3301090006,PATIMUAN,33.01.19.2005,CILACAP,KAB. CILACAP,3301090,CINYAWANG,3301,CINYAWANG,33.01
33.01.19,PATIMUAN,3301090007,PATIMUAN,33.01.19.2006,CILACAP,KAB. CILACAP,3301090,BULUPAYUNG,3301,BULUPAYUNG,33.01
33.01.10,GANDRUNGMANGU,3301100001,GANDRUNGMANGU,33.01.10.2003,CILACAP,KAB. CILACAP,3301100,CISUMUR,3301,CISUMUR,33.01
33.01.10,GANDRUNGMANGU,3301100002,GANDRUNGMANGU,33.01.10.2008,CILACAP,KAB. CILACAP,3301100,SIDAURIP,3301,SIDAURIP,33.01
33.01.10,GANDRUNGMANGU,3301100003,GANDRUNGMANGU,33.01.10.2009,CILACAP,KAB. CILACAP,3301100,GINTUNGREJA,3301,GINTUNGREJA,33.01
33.01.10,GANDRUNGMANGU,3301100004,GANDRUNGMANGU,33.01.10.2010,CILACAP,KAB. CILACAP,3301100,LAYANSARI,3301,LAYANSARI,33.01
33.01.10,GANDRUNGMANGU,3301100005,GANDRUNGMANGU,33.01.10.2002,CILACAP,KAB. CILACAP,3301100,GANDRUNGMANIS,3301,GANDRUNGMANIS,33.01
33.01.10,GANDRUNGMANGU,3301100006,GANDRUNGMANGU,33.01.10.2011,CILACAP,KAB. CILACAP,3301100,BULUSARI,3301,BULUSARI,33.01
33.01.10,GANDRUNGMANGU,3301100007,GANDRUNGMANGU,33.01.10.2001,CILACAP,KAB. CILACAP,3301100,GANDRUNGMANGU,3301,GANDRUNGMANGU,33.01
33.01.10,GANDRUNGMANGU,3301100008,GANDRUNGMANGU,33.01.10.2013,CILACAP,KAB. CILACAP,3301100,WRINGINHARJO,3301,WRINGINHARJO,33.01
33.01.10,GANDRUNGMANGU,3301100009,GANDRUNGMANGU,33.01.10.2004,CILACAP,KAB. CILACAP,3301100,KARANGANYAR,3301,KARANGANYAR,33.01
33.01.10,GANDRUNGMANGU,3301100010,GANDRUNGMANGU,33.01.10.2012,CILACAP,KAB. CILACAP,3301100,MUKTISARI,3301,MUKTISARI,33.01
33.01.10,GANDRUNGMANGU,3301100011,GANDRUNGMANGU,33.01.10.2014,CILACAP,KAB. CILACAP,3301100,KERTAJAYA,3301,KERTAJAYA,33.01
33.01.10,GANDRUNGMANGU,3301100012,GANDRUNGMANGU,33.01.10.2005,CILACAP,KAB. CILACAP,3301100,CINANGSI,3301,CINANGSI,33.01
33.01.10,GANDRUNGMANGU,3301100013,GANDRUNGMANGU,33.01.10.2006,CILACAP,KAB. CILACAP,3301100,KARANGGINTUNG,3301,KARANGGINTUNG,33.01
33.01.10,GANDRUNGMANGU,3301100014,GANDRUNGMANGU,33.01.10.2007,CILACAP,KAB. CILACAP,3301100,RUNGKANG,3301,RUNGKANG,33.01
33.01.20,BANTARSARI,3301110001,BANTARSARI,33.01.20.2002,CILACAP,KAB. CILACAP,3301110,BANTARSARI,3301,BANTARSARI,33.01
33.01.20,BANTARSARI,3301110002,BANTARSARI,33.01.20.2007,CILACAP,KAB. CILACAP,3301110,RAWAJAYA,3301,RAWAJAYA,33.01
33.01.20,BANTARSARI,3301110003,BANTARSARI,33.01.20.2001,CILACAP,KAB. CILACAP,3301110,BINANGUN,3301,BINANGUN,33.01
33.01.20,BANTARSARI,3301110004,BANTARSARI,33.01.20.2008,CILACAP,KAB. CILACAP,3301110,BULAKSARI,3301,BULAKSARI,33.01
33.01.20,BANTARSARI,3301110005,BANTARSARI,33.01.20.2006,CILACAP,KAB. CILACAP,3301110,KAMULYAN,3301,KAMULYAN,33.01
33.01.20,BANTARSARI,3301110006,BANTARSARI,33.01.20.2003,CILACAP,KAB. CILACAP,3301110,CIKEDONDONG,3301,CIKEDONDONG,33.01
33.01.20,BANTARSARI,3301110007,BANTARSARI,33.01.20.2004,CILACAP,KAB. CILACAP,3301110,KEDUNGWADAS,3301,KEDUNGWADAS,33.01
33.01.20,BANTARSARI,3301110008,BANTARSARI,33.01.20.2005,CILACAP,KAB. CILACAP,3301110,CITEMBONG,3301,CITEMBONG,33.01
33.01.09,KAWUNGANTEN,3301120004,KAWUNGANTEN,33.01.09.2001,CILACAP,KAB. CILACAP,3301120,GRUGU,3301,GRUGU,33.01
33.01.09,KAWUNGANTEN,3301120005,KAWUNGANTEN,33.01.09.2002,CILACAP,KAB. CILACAP,3301120,BRINGKENG,3301,BRINGKENG,33.01
33.01.09,KAWUNGANTEN,3301120006,KAWUNGANTEN,33.01.09.2003,CILACAP,KAB. CILACAP,3301120,UJUNGMANIK,3301,UJUNGMANIK,33.01
33.01.09,KAWUNGANTEN,3301120007,KAWUNGANTEN,33.01.09.2004,CILACAP,KAB. CILACAP,3301120,KUBANGKANGKUNG,3301,KUBANGKANGKUNG,33.01
33.01.09,KAWUNGANTEN,3301120008,KAWUNGANTEN,33.01.09.2005,CILACAP,KAB. CILACAP,3301120,BOJONG,3301,BOJONG,33.01
33.01.09,KAWUNGANTEN,3301120009,KAWUNGANTEN,33.01.09.2008,CILACAP,KAB. CILACAP,3301120,KAWUNGANTEN,3301,KAWUNGANTEN,33.01
33.01.09,KAWUNGANTEN,3301120010,KAWUNGANTEN,33.01.09.2010,CILACAP,KAB. CILACAP,3301120,KAWUNGANTEN LOR,3301,KAWUNGANTEN LOR,33.01
33.01.09,KAWUNGANTEN,3301120011,KAWUNGANTEN,33.01.09.2009,CILACAP,KAB. CILACAP,3301120,SARWADADI,3301,SARWADADI,33.01
33.01.09,KAWUNGANTEN,3301120012,KAWUNGANTEN,33.01.09.2007,CILACAP,KAB. CILACAP,3301120,KALIJERUK,3301,KALIJERUK,33.01
33.01.09,KAWUNGANTEN,3301120013,KAWUNGANTEN,33.01.09.2006,CILACAP,KAB. CILACAP,3301120,MENTASAN,3301,MENTASAN,33.01
33.01.09,KAWUNGANTEN,3301120015,KAWUNGANTEN,33.01.09.2015,CILACAP,KAB. CILACAP,3301120,SIDAURIP,3301,SIDAURIP,33.01
33.01.09,KAWUNGANTEN,3301120016,KAWUNGANTEN,33.01.09.2014,CILACAP,KAB. CILACAP,3301120,BABAKAN,3301,BABAKAN,33.01
33.01.24,KAMPUNG LAUT,3301121001,KAMPUNG LAUT,33.01.24.2001,CILACAP,KAB. CILACAP,3301121,UJUNGGAGAK,3301,UJUNGGAGAK,33.01
33.01.24,KAMPUNG LAUT,3301121002,KAMPUNG LAUT,33.01.24.2004,CILACAP,KAB. CILACAP,3301121,KLACES,3301,KLACES,33.01
33.01.24,KAMPUNG LAUT,3301121003,KAMPUNG LAUT,33.01.24.2002,CILACAP,KAB. CILACAP,3301121,UJUNGALANG,3301,UJUNGALANG,33.01
33.01.24,KAMPUNG LAUT,3301121004,KAMPUNG LAUT,33.01.24.2003,CILACAP,KAB. CILACAP,3301121,PANIKEL,3301,PANIKEL,33.01
33.01.08,JERUKLEGI,3301130001,JERUKLEGI,33.01.08.2004,CILACAP,KAB. CILACAP,3301130,BREBEG,3301,BREBEG,33.01
33.01.08,JERUKLEGI,3301130002,JERUKLEGI,33.01.08.2001,CILACAP,KAB. CILACAP,3301130,TRITIH WETAN,3301,TRITIH WETAN,33.01
33.01.08,JERUKLEGI,3301130003,JERUKLEGI,33.01.08.2013,CILACAP,KAB. CILACAP,3301130,TRITIH LOR,3301,TRITIH LOR,33.01
33.01.08,JERUKLEGI,3301130004,JERUKLEGI,33.01.08.2002,CILACAP,KAB. CILACAP,3301130,SUMINGKIR,3301,SUMINGKIR,33.01
33.01.08,JERUKLEGI,3301130005,JERUKLEGI,33.01.08.2003,CILACAP,KAB. CILACAP,3301130,JERUKLEGI WETAN,3301,JERUKLEGI WETAN,33.01
33.01.08,JERUKLEGI,3301130006,JERUKLEGI,33.01.08.2005,CILACAP,KAB. CILACAP,3301130,JERUKLEGI KULON,3301,JERUKLEGI KULON,33.01
33.01.08,JERUKLEGI,3301130007,JERUKLEGI,33.01.08.2011,CILACAP,KAB. CILACAP,3301130,SAWANGAN,3301,SAWANGAN,33.01
33.01.08,JERUKLEGI,3301130008,JERUKLEGI,33.01.08.2006,CILACAP,KAB. CILACAP,3301130,CILIBANG,3301,CILIBANG,33.01
33.01.08,JERUKLEGI,3301130009,JERUKLEGI,33.01.08.2007,CILACAP,KAB. CILACAP,3301130,MANDALA,3301,MENDALA,33.01
33.01.08,JERUKLEGI,3301130010,JERUKLEGI,33.01.08.2008,CILACAP,KAB. CILACAP,3301130,KARANGKEMIRI,3301,KARANGKEMIRI,33.01
33.01.08,JERUKLEGI,3301130011,JERUKLEGI,33.01.08.2009,CILACAP,KAB. CILACAP,3301130,JAMBUSARI,3301,JAMBUSARI,33.01
33.01.08,JERUKLEGI,3301130012,JERUKLEGI,33.01.08.2010,CILACAP,KAB. CILACAP,3301130,PRAPAGAN,3301,PRAPAGAN,33.01
33.01.08,JERUKLEGI,3301130013,JERUKLEGI,33.01.08.2012,CILACAP,KAB. CILACAP,3301130,CITEPUS,3301,CITEPUS,33.01
33.01.02,KESUGIHAN,3301140001,KESUGIHAN,33.01.02.2001,CILACAP,KAB. CILACAP,3301140,MENGANTI,3301,MENGANTI,33.01
33.01.02,KESUGIHAN,3301140002,KESUGIHAN,33.01.02.2005,CILACAP,KAB. CILACAP,3301140,KARANGKANDRI,3301,KARANGKANDRI,33.01
33.01.02,KESUGIHAN,3301140003,KESUGIHAN,33.01.02.2002,CILACAP,KAB. CILACAP,3301140,SLARANG,3301,SLARANG,33.01
